run_id,seq,kind,attack_class,scenario,teleport_user,db_role,source_ip,sim_start,sim_end,sim_day,sim_hour,statements,executed,denied_by_postgres,teleport_sid,change_ticket,note
770b7801,50,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-03T16:14:00Z,2026-08-03T16:22:14Z,1,16,27,27,0,,,
770b7801,51,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-03T16:41:00Z,2026-08-03T17:49:54Z,1,16,319,319,0,,,
770b7801,52,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-03T16:49:00Z,2026-08-03T17:17:32Z,1,16,215,215,0,,,
770b7801,53,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-03T17:07:00Z,2026-08-03T17:10:54Z,1,17,14,14,0,,,
770b7801,54,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-03T17:09:00Z,2026-08-03T17:10:17Z,1,17,8,8,0,,,
770b7801,55,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-03T17:21:00Z,2026-08-03T17:24:12Z,1,17,13,13,0,,,
770b7801,56,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-03T17:26:00Z,2026-08-03T17:28:48Z,1,17,13,13,0,,,
770b7801,57,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-03T17:31:00Z,2026-08-03T17:39:24Z,1,17,43,43,0,,,
770b7801,58,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-03T17:32:00Z,2026-08-03T18:53:00Z,1,17,271,271,0,,,
770b7801,59,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-03T18:10:00Z,2026-08-03T18:21:54Z,1,18,43,43,0,,,
770b7801,60,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-03T20:00:00Z,2026-08-03T20:41:48Z,1,20,210,210,0,,,
770b7801,61,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-03T21:13:00Z,2026-08-03T21:14:06Z,1,21,7,7,0,,,
770b7801,62,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-03T21:55:00Z,2026-08-03T22:50:24Z,1,21,278,278,0,,,
770b7801,63,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T01:55:00Z,2026-08-04T02:03:01Z,2,1,38,38,0,,,
770b7801,64,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T08:03:00Z,2026-08-04T08:51:16Z,2,8,182,182,0,,,
770b7801,65,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T08:07:00Z,2026-08-04T08:10:45Z,2,8,46,46,0,,,
770b7801,66,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T08:24:00Z,2026-08-04T08:25:00Z,2,8,13,13,0,,,
770b7801,67,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T08:52:00Z,2026-08-04T09:03:54Z,2,8,52,52,0,,,
770b7801,68,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T09:00:00Z,2026-08-04T09:58:24Z,2,9,293,293,0,,,
770b7801,69,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T09:06:00Z,2026-08-04T09:07:21Z,2,9,10,10,0,,,
770b7801,70,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T09:40:00Z,2026-08-04T09:49:19Z,2,9,44,44,0,,,
770b7801,71,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T10:01:00Z,2026-08-04T10:12:00Z,2,10,34,34,0,,,
770b7801,72,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T10:06:00Z,2026-08-04T10:09:58Z,2,10,35,35,0,,,
770b7801,73,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T10:09:00Z,2026-08-04T10:30:51Z,2,10,58,58,0,,,
770b7801,74,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T11:07:00Z,2026-08-04T11:17:24Z,2,11,49,49,0,,,
770b7801,75,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T11:22:00Z,2026-08-04T11:33:30Z,2,11,31,31,0,,,
770b7801,76,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T11:22:00Z,2026-08-04T11:32:30Z,2,11,46,46,0,,,
770b7801,77,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T11:23:00Z,2026-08-04T11:39:48Z,2,11,43,43,0,,,
770b7801,78,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T11:24:00Z,2026-08-04T11:37:26Z,2,11,63,63,0,,,
770b7801,79,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T11:27:00Z,2026-08-04T11:27:35Z,2,11,8,8,0,,,
770b7801,80,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T11:34:00Z,2026-08-04T11:35:45Z,2,11,16,16,0,,,
770b7801,81,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T11:35:00Z,2026-08-04T11:40:51Z,2,11,40,40,0,,,
770b7801,82,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T11:50:00Z,2026-08-04T12:03:12Z,2,11,199,199,0,,,
770b7801,83,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T12:01:00Z,2026-08-04T12:17:43Z,2,12,60,60,0,,,
770b7801,84,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T12:06:00Z,2026-08-04T12:32:15Z,2,12,226,226,0,,,
770b7801,85,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T12:10:00Z,2026-08-04T12:20:24Z,2,12,27,27,0,,,
770b7801,86,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T12:20:00Z,2026-08-04T13:01:18Z,2,12,178,178,0,,,
770b7801,87,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T12:25:00Z,2026-08-04T13:21:48Z,2,12,285,285,0,,,
770b7801,88,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T12:48:00Z,2026-08-04T12:58:08Z,2,12,39,39,0,,,
770b7801,89,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T12:49:00Z,2026-08-04T12:55:58Z,2,12,39,39,0,,,
770b7801,90,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T13:08:00Z,2026-08-04T13:56:19Z,2,13,224,224,0,,,
770b7801,91,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T13:17:00Z,2026-08-04T13:33:52Z,2,13,45,45,0,,,
770b7801,92,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T13:18:00Z,2026-08-04T13:25:56Z,2,13,29,29,0,,,
770b7801,93,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T13:22:00Z,2026-08-04T14:15:20Z,2,13,161,161,0,,,
770b7801,94,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T13:28:00Z,2026-08-04T13:31:18Z,2,13,23,23,0,,,
770b7801,95,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T13:38:00Z,2026-08-04T13:43:00Z,2,13,26,26,0,,,
770b7801,96,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T13:49:00Z,2026-08-04T13:58:21Z,2,13,34,34,0,,,
770b7801,97,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T13:58:00Z,2026-08-04T14:58:00Z,2,13,201,201,0,,,
770b7801,98,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T14:10:00Z,2026-08-04T15:56:30Z,2,14,356,356,0,,,
770b7801,99,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T14:10:00Z,2026-08-04T14:17:00Z,2,14,22,22,0,,,
770b7801,100,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T14:13:00Z,2026-08-04T14:24:24Z,2,14,37,37,0,,,
770b7801,101,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T14:25:00Z,2026-08-04T14:32:18Z,2,14,147,147,0,,,
770b7801,102,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T14:44:00Z,2026-08-04T14:47:36Z,2,14,37,37,0,,,
770b7801,103,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T15:20:00Z,2026-08-04T15:25:41Z,2,15,32,32,0,,,
770b7801,104,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T15:21:00Z,2026-08-04T15:47:55Z,2,15,96,96,0,,,
770b7801,105,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T15:24:00Z,2026-08-04T15:28:19Z,2,15,38,38,0,,,
770b7801,106,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-04T15:26:00Z,2026-08-04T15:29:10Z,2,15,39,39,0,,,
770b7801,107,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T15:30:00Z,2026-08-04T15:32:12Z,2,15,12,12,0,,,
770b7801,108,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T15:40:00Z,2026-08-04T15:42:24Z,2,15,49,49,0,,,
770b7801,109,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T15:48:00Z,2026-08-04T16:53:20Z,2,15,246,246,0,,,
770b7801,110,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T15:50:00Z,2026-08-04T16:25:10Z,2,15,212,212,0,,,
770b7801,111,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T15:59:00Z,2026-08-04T17:09:00Z,2,15,281,281,0,,,
770b7801,112,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T16:32:00Z,2026-08-04T16:34:00Z,2,16,16,16,0,,,
770b7801,113,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-04T16:49:00Z,2026-08-04T18:23:41Z,2,16,300,300,0,,,
770b7801,114,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T16:56:00Z,2026-08-04T16:58:18Z,2,16,7,7,0,,,
770b7801,115,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T16:57:00Z,2026-08-04T17:00:54Z,2,16,14,14,0,,,
770b7801,116,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T17:00:00Z,2026-08-04T17:08:45Z,2,17,26,26,0,,,
770b7801,117,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T17:27:00Z,2026-08-04T17:28:42Z,2,17,35,35,0,,,
770b7801,118,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T17:42:00Z,2026-08-04T17:58:40Z,2,17,51,51,0,,,
770b7801,119,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-04T18:56:00Z,2026-08-04T18:56:21Z,2,18,8,8,0,,,
770b7801,120,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-04T19:09:00Z,2026-08-04T19:33:30Z,2,19,71,71,0,,,
770b7801,121,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-04T20:25:00Z,2026-08-04T20:26:59Z,2,20,18,18,0,,,
770b7801,122,malicious,S1,S1 data harvesting: vendor banking sweep,eve.contractor@eproc.test,analyst_ro,10.20.7.88,2026-08-04T22:14:00Z,2026-08-04T22:20:00Z,2,22,3,3,0,,,contractor account reads every vendor tax_id and bank_account at 22:14
770b7801,123,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-04T23:37:00Z,2026-08-04T23:39:12Z,2,23,34,34,0,,,
770b7801,124,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-05T00:52:00Z,2026-08-05T00:54:34Z,3,0,8,8,0,,,
770b7801,125,benign_alerting,B1,B1 approved quarterly finance export,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-05T03:00:00Z,2026-08-05T03:24:00Z,3,3,7,7,0,,CHG-2026-0412,signed-off quarterly extract for the finance committee; scheduled at 03:00 specifically to avoid business-hours load
770b7801,126,benign_alerting,B1,B1 approved external audit extract,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T04:30:00Z,2026-08-05T04:40:00Z,3,4,3,3,0,,CHG-2026-0415,contractually required annual audit pack for the external auditor
770b7801,127,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-05T08:02:00Z,2026-08-05T08:04:24Z,3,8,37,37,0,,,
770b7801,128,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-05T08:02:00Z,2026-08-05T08:08:40Z,3,8,41,41,0,,,
770b7801,129,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T08:06:00Z,2026-08-05T08:08:03Z,3,8,42,42,0,,,
770b7801,130,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T09:07:00Z,2026-08-05T09:20:12Z,3,9,34,34,0,,,
770b7801,131,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T09:12:00Z,2026-08-05T10:12:00Z,3,9,151,151,0,,,
770b7801,132,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-05T09:58:00Z,2026-08-05T10:17:48Z,3,9,55,55,0,,,
770b7801,133,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-05T10:00:00Z,2026-08-05T10:01:00Z,3,10,16,16,0,,,
770b7801,134,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T10:04:00Z,2026-08-05T11:30:08Z,3,10,324,324,0,,,
770b7801,135,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T10:07:00Z,2026-08-05T10:19:00Z,3,10,37,37,0,,,
770b7801,136,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-05T10:14:00Z,2026-08-05T10:17:44Z,3,10,29,29,0,,,
770b7801,137,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-05T10:19:00Z,2026-08-05T10:22:16Z,3,10,15,15,0,,,
770b7801,138,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-05T10:27:00Z,2026-08-05T10:28:24Z,3,10,15,15,0,,,
770b7801,139,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T10:39:00Z,2026-08-05T11:20:37Z,3,10,228,228,0,,,
770b7801,140,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T11:07:00Z,2026-08-05T11:16:32Z,3,11,53,53,0,,,
770b7801,141,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-05T12:08:00Z,2026-08-05T12:19:00Z,3,12,34,34,0,,,
770b7801,142,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T12:10:00Z,2026-08-05T12:45:20Z,3,12,266,266,0,,,
770b7801,143,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T12:15:00Z,2026-08-05T13:32:55Z,3,12,276,276,0,,,
770b7801,144,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T12:17:00Z,2026-08-05T12:34:36Z,3,12,49,49,0,,,
770b7801,145,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-05T12:29:00Z,2026-08-05T12:32:54Z,3,12,27,27,0,,,
770b7801,146,benign,B0,proc_officer routine,nina.lestari@eproc.test,proc_officer,10.20.3.22,2026-08-05T12:29:00Z,2026-08-05T12:31:36Z,3,12,27,27,0,,,
770b7801,147,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-05T12:31:00Z,2026-08-05T12:34:51Z,3,12,22,22,0,,,
770b7801,148,benign,B0,analyst_ro routine,priya.suryani@eproc.test,analyst_ro,10.20.4.62,2026-08-05T12:44:00Z,2026-08-05T12:52:48Z,3,12,45,45,0,,,
770b7801,149,benign,B0,dba routine,carol.tan@eproc.test,dba,10.20.9.5,2026-08-05T13:12:00Z,2026-08-05T13:13:10Z,3,13,11,11,0,,,
770b7801,150,benign,B0,analyst_ro routine,rina.hartono@eproc.test,analyst_ro,10.20.4.61,2026-08-05T13:16:00Z,2026-08-05T13:25:54Z,3,13,34,34,0,,,
770b7801,151,benign,B0,proc_officer routine,dave.wijaya@eproc.test,proc_officer,10.20.3.21,2026-08-05T13:26:00Z,2026-08-05T13:34:53Z,3,13,42,42,0,,,
770b7801,152,benign,B0,app_service routine,svc.app@eproc.test,app_service,10.20.1.10,2026-08-05T13:49:00Z,2026-08-05T14:38:12Z,3,13,247,247,0,,,
